所属省,所属市,所属区(县),营业场所,地址,开办业务,邮政编码
广东省,河源市,东源县,中国邮政集团公司广东省东源县骆湖代办所,广东省河源市东源县骆湖镇大街街中心,信件、印刷品、包裹、邮政汇兑、报刊订阅,517552
广东省,河源市,东源县,中国邮政集团公司广东省东源县柳城支局,广东省河源市东源县柳城镇大街街中心,信件、印刷品、包裹、邮政汇兑、报刊订阅,517554
广东省,河源市,东源县,中国邮政集团公司广东省东源县曾田支局,广东省河源市东源县曾田镇大街街中心,信件、印刷品、包裹、邮政汇兑、报刊订阅,517556
广东省,河源市,东源县,中国邮政集团公司广东省东源县灯塔支局,广东省河源市东源县灯塔镇大街街中心,信件、印刷品、包裹、邮政汇兑、报刊订阅,517558
广东省,河源市,东源县,中国邮政集团公司广东省东源县蓝口支局,广东省河源市东源县蓝口镇大街街中心,信件、印刷品、包裹、邮政汇兑、报刊订阅,517564
广东省,河源市,东源县,中国邮政集团公司广东省东源县叶潭支局,广东省河源市东源县叶潭镇大街街中心,信件、印刷品、包裹、邮政汇兑、报刊订阅,517567
广东省,河源市,东源县,中国邮政集团公司广东省东源县黄村支局,广东省河源市东源县黄村镇大街街中心,信件、印刷品、包裹、邮政汇兑、报刊订阅,517569
广东省,河源市,东源县,中国邮政集团公司广东省东源县康禾代办所,广东省河源市东源县康禾镇大街街中心,信件、印刷品、包裹、邮政汇兑、报刊订阅,517573
广东省,河源市,东源县,中国邮政集团公司广东省东源县黄田支局,广东省河源市东源县黄田镇大街街中心,信件、印刷品、包裹、邮政汇兑、报刊订阅,517575
广东省,河源市,东源县,中国邮政集团公司广东省东源县义合支局,广东省河源市东源县义合镇大街街中心,信件、印刷品、包裹、邮政汇兑、报刊订阅,517578
广东省,河源市,和平县,中国邮政集团公司广东省和平县东山路营业所,广东和平县阳明镇东山路67号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,517200
广东省,河源市,和平县,中国邮政集团公司广东省和平县大坝支局,广东和平县大坝镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517221
广东省,河源市,和平县,中国邮政集团公司广东省和平县上陵代办所,广东和平县上陵镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517223
广东省,河源市,和平县,中国邮政集团公司广东省和平县下车代办所,广东和平县下车镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517256
广东省,河源市,和平县,中国邮政集团公司广东省和平县长塘支局,广东和平县长塘镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517227
广东省,河源市,和平县,中国邮政集团公司广东省和平县优胜支局,广东和平县优胜镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517229
广东省,河源市,和平县,中国邮政集团公司广东省和平县贝墩代办所,广东和平县贝墩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517232
广东省,河源市,和平县,中国邮政集团公司广东省和平县古寨代办所,广东和平县古寨镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517236
广东省,河源市,和平县,中国邮政集团公司广东省和平县彭寨支局,广东和平县彭寨镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517238
广东省,河源市,和平县,中国邮政集团公司广东省和平县东水支局,广东和平县东水镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517241
广东省,河源市,和平县,中国邮政集团公司广东省和平县林寨支局,广东和平县林寨镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517245
广东省,河源市,和平县,中国邮政集团公司广东省和平县礼士代办所,广东和平县礼士镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517247
广东省,河源市,和平县,中国邮政集团公司广东省和平县公白代办所,广东和平县公白镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517249
广东省,河源市,和平县,中国邮政集团公司广东省和平县合水代办所,广东和平县合水镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517251
广东省,河源市,连平县,中国邮政集团公司广东省连平县东街支局,广东省河源市连平县城东街11号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,517100
广东省,河源市,连平县,中国邮政集团公司广东省连平县三角代办所,广东省河源市连平县三角镇中心,信件、印刷品、包裹、邮政汇兑、报刊订阅,517135
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县四都代办所,广东龙川县四都镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517321
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县黄石代办所,广东龙川县黄石镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517323
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县车田支局,广东龙川县车田镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517325
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县贝岭代办所,广东龙川县贝岭镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517332
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县细坳代办所,广东龙川县细坳镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517334
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县上坪代办所,广东龙川县上坪镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517336
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县麻布岗支局,广东龙川县麻布岗镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517338
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县岩镇代办所,广东龙川县岩镇镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517343
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县新田代办所,广东龙川县新田镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517345
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县赤光支局,广东龙川县赤光镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517349
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县廻龙代办所,广东龙川县廻龙镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517353
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县黎咀代办所,广东龙川县黎咀镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517355
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县龙母支局,广东龙川县龙母镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517358
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县田心代办所,广东龙川县田心镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517362
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县铁场代办所,广东龙川县铁场镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517367
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县丰稔代办所,广东龙川县丰稔镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517369
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县登云支局,广东龙川县登云镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517373
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县通衢支局,广东龙川县通衢镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517376
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县紫市支局,广东龙川县紫市镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517379
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县黄布支局,广东龙川县黄布镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517382
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县鹤市支局,广东龙川县鹤市镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517384
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县佗城支局,广东龙川县佗城镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517388
广东省,河源市,龙川县,中国邮政集团公司广东省龙川县义都代办所,广东龙川县义都镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517393
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县中坝支局,广东省河源市紫金县中坝镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517423
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县敬梓代办所,广东省河源市紫金县敬梓镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517426
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县龙窝支局,广东省河源市紫金县龙窝镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517428
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县水墩代办所,广东省河源市紫金县水墩镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517434
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县苏区代办所,广东省河源市紫金县苏区镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517436
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县南岭代办所,广东省河源市紫金县南岭镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517438
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县瓦溪代办所,广东省河源市紫金县瓦溪镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517441
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县九和支局,广东省河源市紫金县九和镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517445
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县蓝塘支局,广东省河源市紫金县蓝塘镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517447
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县凤安代办所,广东省河源市紫金县凤安镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517452
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县好义代办所,广东省河源市紫金县好义镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517454
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县上义代办所,广东省河源市紫金县上义镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517456
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县黄塘支局,广东省河源市紫金县黄塘镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517469
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县柏埔支局,广东省河源市紫金县柏埔镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517473
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县古竹支局,广东省河源市紫金县古竹镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517465
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县义容支局,广东省河源市紫金县义容镇义容圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517463
广东省,河源市,紫金县,中国邮政集团公司广东省紫金县临江支局,广东省河源市紫金县临江镇圩镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,517475
广东省,梅州市,大埔县,中国邮政集团有限公司广东省大埔县青溪邮政支局,广东省大埔县青溪镇坪石街1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,514221
广东省,梅州市,大埔县,中国邮政集团有限公司广东省大埔县茶阳支局,广东大埔县茶阳镇胜利路52号,信件、印刷品、包裹、邮政汇兑、报刊订阅,514223
广东省,梅州市,大埔县,中国邮政集团有限公司广东省大埔县长治邮政所,广东大埔县茶阳镇长治花窗街119号,信件、印刷品、包裹、邮政汇兑、报刊订阅,514229
广东省,梅州市,大埔县,中国邮政集团有限公司广东省大埔县西河邮政支局,广东大埔县西河镇开健路1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,514231
广东省,梅州市,大埔县,中国邮政集团有限公司广东省大埔县岩上邮政所,广东大埔县西河镇岩上乌丘坝,信件、印刷品、包裹、邮政汇兑、报刊订阅,514233
广东省,梅州市,大埔县,中国邮政集团有限公司广东省大埔县百侯支局,广东大埔县百侯镇连来路,信件、印刷品、包裹、邮政汇兑、报刊订阅,514235
